Sentiment	SentimentText
1	bez przekonania  
1	halucynacje  
1	halucynacja  
1	kosz  
1	utrudnione  
1	niepełnosprawni  
1	zawieszenie  
1	zawiesza się  
1	przypadkowy  
1	nieszczęśliwy  
1	harangue  
1	nękać  
1	nękany  
1	harassy  
1	
1	nękanie  
1	schronienie  
1	porty  
1	mocno  
1	mocno uderzony  
1	hard-line  
1	hard-liner  
1	hardball  
1	twardnieje  
1	utwardzone  
1	hardheaded  
1	bezczelny  
1	Hardliner  
1	twardogłowiacze  
1	trudności  
1	trudy  
1	szkoda  
1	skrzywdzony  
1	szkodliwe  
1	szkodzi  
1	harpy  
1	harridan  
1	zadręczony  
1	Brona  
1	surowy  
1	ostro  
1	małpowanie  
1	kłopot  
1	udręczony  
1	kłopoty  
1	pośpiech  
1	pospiesznie  
1	pospiesznie  
1	nienawiść  
1	znienawidzony  
1	nienawistny  
1	nienawistnie  
1	nienawiść  
1	hater  
1	nienawidzący  
1	nienawidzi  
1	nienawidzić  
1	nienawiść  
1	wyniośle  
1	wyniosły  
1	nawiedzać  
1	nawiedzanie  
1	spustoszenie  
1	jastrzębi  
1	haywire  
1	zagrożenie  
1	niebezpieczne  
1	zamglenie  
1	mglisty  
1	bóle głowy  
1	ból głowy  
1	bóle głowy  
1	łamacz serc  
1	rozdzierający serce  
1	rozdzierająco  
1	bez serca  
1	pogan  
1	ciężko obsługiwane  
1	ciężkie serca  
1	heck  
1	cholera  
1	zatruty  
1	heckles  
1	gorączkowy  
1	żywopłot  
1	hedonistyczny  
1	nieuważny  
1	mocny  
1	hegemonizm  
1	hegemonistyczny  
1	hegemonia  
1	haniebny  
1	piekło  
1	piekło-zgięcie  
1	hellion  
1	piekła  
1	bezradny  
1	bezradnie  
1	bezradność  
1	herezja  
1	heretycki  
1	heretycki  
1	niezdecydowany  
1	hestitant  
1	ohydny  
1	ohydnie  
1	ohyda  
1	drogie  
1	hilarski  
1	hinder  
1	przeszkoda  
1	syk  
1	syknął  
1	syczenie  
1	ho-hum  
1	hoard  
1	mistyfikacja  
1	spocząć  
1	wieprze  
1	pusty  
1	kaptur  
1	mętny  
1	chuligan  
1	beznadziejny  
1	beznadziejnie  
1	beznadzieja  
1	horda  
1	przerażający  
1	potwornie  
1	okropne  
1	okropny  
1	przerażający  
1	przerażony  
1	przerażenie  
1	przerażający  
1	przerażające  
1	horrifys  
1	zakładnik  
1	wrogie  
1	działania wojenne  
1	wrogość  
1	siedliska  
1	hothead  
1	gorączkowo  
1	cieplarnia  
1	pycha  
1	huckster  
1	hum  
1	wilgotny  
1	upokorzyć  
1	upokarzający  
1	upokorzenie  
1	nucenie  
1	wisiał  
1	zraniony  
1	boli  
1	bolesny  
1	boli  
1	boli  
1	hustler  
1	hype  
1	hipokryzja  
1	hipokryzja  
1	obłudnik  
1	obłudnicy  
1	obłudny  
1	obłudnie  
1	histeria  
1	histeryczny  
1	histeryczny  
1	histerycznie  
1	histerycy  
1	idiotyki  
1	idiotyzm  
1	idiota  
1	idiotyk  
1	idiotycznie  
1	idioci  
1	bezczynny  
1	niegodny  
1	haniebny  
1	haniebnie  
1	hańba  
1	ignorancja  
1	ignorancki  
1	zignoruj  
1	nierozważny  
1	źle pomyślany  
1	źle określone  
1	źle zaprojektowane  
1	nieszczęśliwy  
1	nieuprzywilejowany  
1	źle uformowany  
1	źle wychowany  
1	nieczuły  
1	źle posortowane  
1	zły temperament  
1	źle traktowany  
1	złe traktowanie  
1	niewłaściwe użytkowanie  
1	źle wykorzystane  
1	nielegalne  
1	nielegalnie  
1	nielegalny  
1	nielegalny  
1	analfabet  
1	choroba  
1	nielogiczny  
1	nielogiczne  
1	nielogicznie  
1	iluzja  
1	iluzje  
1	iluzoryczny  
1	wyimaginowany  
1	brak równowagi  
1	imbecyl  
1	imbroglio  
1	nieistotny  
1	niedojrzały  
1	bliskość  
1	wkrótce  
1	unieruchomiony  
1	nieumiarkowany  
1	nieumiarkowanie  
1	nieskromny  
1	niemoralny  
1	niemoralność  
1	niemoralnie  
1	nieruchomy  
1	osłabić  
1	upośledzony  
1	impas  
1	niecierpliwość  
1	niecierpliwy  
1	niecierpliwie  
1	impeach  
1	impedancja  
1	utrudnić  
1	utrudnienie  
1	zbliżające się  
1	skromny  
1	niedoskonały  
1	niedoskonałość  
1	niedoskonałości  
1	niedokładnie  
1	imperialista  
1	imperil  
1	władczy  
1	władczo  
1	niedozwolone  
1	bezosobowy  
1	impertynent  
1	porywczy  
1	gwałtownie  
1	bezbożność  
1	impinge  
1	bezbożny  
1	nieprzejednany  
1	nieprawdopodobne  
1	nieprawdopodobnie  
1	implikować  
1	implikacja  
1	implode  
1	niegrzeczny  
1	nieuprzejmy  
1	impolityczne  
1	natarczywy  
1	importune  
1	narzucić  
1	imposers  
1	nakładające  
1	impozycja  
1	niemożliwe  
1	impossiblity  
1	niemożliwie  
1	impotent  
1	zubożały  
1	zubożały  
1	niepraktyczne  
1	nieprzypłócać  
1	nieprecyzyjny  
1	nieprecyzyjnie  
1	niedokładność  
1	uwięzić  
1	uwięzienie  
1	nieprawdopodobieństwo  
1	nieprawdopodobne  
1	nieprawdopodobnie  
1	niewłaściwe  
1	niewłaściwie  
1	niestosowność  
1	nieostrożność  
1	nierozważny  
1	bezczelność  
1	bezczelny  
1	bezczelnie  
1	impugn  
1	impulsywny  
1	impulsywnie  
1	bezkarność  
1	nieczysty  
1	nieczystość  
1	niezdolność  
1	niedokładności  
1	niedokładność  
1	niedokładne  
1	niedokładnie  
1	bezczynność  
1	nieaktywne  
1	nieadekwatność  
1	niewystarczające  
1	niewystarczająco  
1	inadverent  
1	nieodłącznie  
1	niewskazane  
1	niewątpliwie  
1	bezmyślny  
1	inanely  
1	niewłaściwe  
1	niewłaściwie  
1	inapt  
1	inaptitude  
1	nieartykułowany  
1	nieuważny  
1	niesłyszalny  
1	niezdolny  
1	niezdolny  
1	nieostrożny  
1	podpalacz  
1	kadzidło  
1	nieprzerwany  
1	bezustannie  
1	incite  
1	podżeganie  
1	incivility  
1	inclement  
1	incognizant  
1	niespójność  
1	niespójne  
1	niespójnie  
1	niewspółmierny  
1	nieporównywalny  
1	nieporównywalnie  
1	niezgodność  
1	niekompatybilność  
1	niekompatybilny  
1	niekompetencja  
1	niekompetentny  
1	niekompetentnie  
1	niekompletne  
1	niezgodny  
1	niezrozumiałe  
1	niezrozumienie  
1	niepojęte  
1	niewyobrażalnie  
1	nieprzystosowany  
1	niedorzecznie  
1	niekonsekwentny  
1	nieistotne  
1	niekonsekwentnie  
1	w konsekwencji  
1	bezmyślny  
1	bezmyślnie  
1	niekonsekwencja  
1	niespójności  
1	niespójność  
1	niespójne  
1	niepocieszony  
1	niekonsekwentnie  
1	niestały  
1	niedogodności  
1	niedogodnie  
1	niepoprawny  
1	niepoprawnie  
1	niepoprawny  
1	niepoprawnie  
1	z niedowierzaniem  
1	z niedowierzaniem  
1	zaszczepić  
1	nieprzyzwoitość  
1	nieprzyzwoity  
1	nieprzyzwoicie  
1	niezdecydowanie  
1	niezdecydowany  
1	niezdecydowanie  
1	indecorum  
1	nie do obrony  
1	indelicate  
1	nieokreślony  
1	nieokreślony  
1	nieokreślony  
1	obojętność  
1	obojętny  
1	niezamożny  
1	oburzony  
1	z oburzeniem  
1	oburzenie  
1	upokorzenie  
1	niedostrzegalny  
1	niedyskretny  
1	niedyskretnie  
1	niedyskrecja  
1	bezkrytyczny  
1	bezkrytycznie  
1	bezkrytyczny  
1	nie do odróżnienia  
1	indoktrynować  
1	indoktrynacja  
1	bezwolny  
1	pobłażaj  
1	nieskuteczne  
1	bezskutecznie  
1	nieefektywność  
1	nieskuteczny  
1	bezskutecznie  
1	nieskuteczność  
1	nieskuteczne  
1	nieskuteczność  
1	nieefektywność  
1	nieefektywny  
1	nieefektywnie  
1	niewspółmierność  
1	nieelegancki  
1	nieodpowiedni  
1	ineloquent  
1	nieubłaganie  
1	nieudolny  
1	nieudolność  
1	nieudolnie  
1	nierówności  
1	nierówność  
1	niesprawiedliwy  
1	niesłusznie  
1	nierówności  
1	nieuniknione  
1	nieuchronnie  
1	nieistotne  
1	nieuniknione  
1	nieuchronnie  
1	niewybaczalne  
1	niewybaczalnie  
1	nieubłagany  
1	nieubłaganie  
1	brak doświadczenia  
1	niedoświadczony  
1	nieudolny  
1	niewytłumaczalnie  
1	niewytłumaczalne  
1	niewytłumaczalne  
1	nierozerwalny  
1	nierozerwalnie  
1	niesławny  
1	niesławnie  
1	niesławy  
1	zainfekowany  
1	infekcja  
1	infekcje  
1	gorszy  
1	niższość  
1	piekielny  
1	infest  
1	porażone  
1	niewierny  
1	niewierni  
1	infiltrator  
1	infiltratorzy  
1	niedołężny  
1	rozpalić  
1	zapalenie  
1	zapalny  
1	inflammed  
1	napompowane  
1	inflacyjne  
1	nieelastyczny  
1	inflict  
1	naruszenie  
1	naruszać  
1	naruszenie  
1	naruszenia prawa  
1	rozwścieczony  
1	rozwścieczony  
1	irytujący  
1	irytująco  
1	niechlubny  
1	ingrate  
1	niewdzięczność  
1	hamować  
1	hamowanie  
1	niegościnny  
1	niegufizm  
1	nieludzki  
1	nieludzki  
1	nieludzkość  
1	wrogi  
1	inimically  
1	niegodziwy  
1	niegodziwość  
1	niepoczytalny  
1	ranić  
1	szkodliwy  
1	kontuzja  
1	niesprawiedliwość  
1	niesprawiedliwości  
1	insynuacje  
1	nie działa  
1	nieodpowiedni  
1	nadmierny  
1	nadmiernie  
1	szalony  
1	szalenie  
1	szaleństwo  
1	nienasycony  
1	niepewny  
1	niepewność  
1	niewrażliwy  
1	niewrażliwy  
1	niewrażliwe  
1	niewrażliwość  
1	podstępny  
1	podstępnie  
1	nieistotność  
1	nieistotne  
1	nieznacznie  
1	nieszczere  
1	nieszczęśliwie  
1	nieszczerość  
1	insynuować  
1	insynuujący  
1	insynuacja  
1	nierozerwalny  
1	bezczelność  
1	bezczelny  
1	bezczelnie  
1	niewypłacalny  
1	bezinteresowność  
1	niestabilność  
1	niestabilne  
1	zainicjuj  
1	inicjator  
1	podżegacze  
1	niesubordynowany  
1	nieistotny  
1	nieistotnie  
1	nieznośny  
1	nieznośnie  
1	niewystarczalność  
1	niewystarczające  
1	niewystarczająco  
1	wyspowy  
1	obrażanie  
1	obrażony  
1	obrażanie  
1	obraźliwie  
1	obelgi  
1	nie do zniesienia  
1	niewątpliwie  
1	nie do pokonania  
1	nieprzejednanie  
1	powstanie   
1	intefere  
1	inteferes  
1	intensywny  
1	przeszkadzać  
1	zakłócenia  
1	zakłóca  
1	przerywany  
1	przerwać  
1	przerwa  
1	przerwy  
1	zastraszać  
1	zastraszanie  
1	zastraszająco  
1	zastraszanie  
1	nie do przyjęcia  
1	nie do przyjęcia  
1	nietolerancja  
1	odurzyć  
1	niewrażliwy  
1	nieustępliwość  
1	nieprzejednany  
1	intrude  
1	wtargnięcie  
1	natrętny  
1	zalewany  
1	zalewany  
1	najeźdźca  
1	niepoprawny  
1	unieważnij  
1	inwalidztwo  
1	inwazyjny  
1	inwektyw  
1	inveigle  
1	nieprzyzwoity  
1	nieprzyzwoicie  
1	inwazja  
1	niewidzialny  
1	mimowolnie  
1	mimowolne  
1	irytujący  
1	irate  
1	irately  
1	gniew  
1	irk  
1	irked  
1	irking  
1	irksy  
1	irksome  
1	irksomely  
1	irksomeness  
1	irksomenesy  
1	ironiczny  
1	ironiczny  
1	ironicznie  
1	ironie  
1	ironia  
1	irragularność  
1	nieracjonalny  
1	irracjonalność  
1	irracjonalność  
1	irracjonalnie  
1	irracjonalne  
1	nie do pogodzenia  
1	nieodwracalne  
1	nieodwracalność  
1	nieodwracalne bloki  
1	nieodwracalnie  
1	nie do odparcia  
1	nieodwracalnie  
1	nieodkształcalny  
1	nieregularne  
1	nieprawidłowość  
1	nieistotność  
1	nieistotny  
1	nieodwracalne  
1	nieodwracalne  
1	nieopisane  
1	niezdecydowany  
1	nierozwiązywalny  
1	nieodpowiedzialny  
1	nieodpowiedzialnie  
1	irretating  
1	nieodwracalne  
1	nieodwracalne  
1	rozdrażniony  
1	z irytacją  
1	czynnik drażniący  
1	drażnić  
1	podrażniony  
1	irytujące  
1	podrażnienie  
1	podrażnienia  
1	izolować  
1	izolowane  
1	izolacja  
1	wydanie  
1	problemy  
1	świąd  
1	swędzenie  
1	swędzący  
1	jabber  
1	sterany  
1	postrzępione  
1	jam  
1	jarring  
1	żółtaczka  
1	zazdrosny  
1	zazdrośnie  
1	zazdrość  
1	zazdrość  
1	krzyk  
1	drżenie  
1	szyderczo  
1	drwiny  
1	zagrozić  
1	zagrożenie  
1	szarpnięcie  
1	szarpane  
1	jitter  
1	trema  
1	zdenerwowany  
1	zabijanie pracy  
1	bezrobotni  
1	żart  
1	joker  
1	wstrząs  
1	sędzia  
1	dławiki  
1	dławiki  
1	pełen werwy  
1	śmieci  
1	ćpuna  
1	złomowisko  
1	jutter  
1	jutters  
1	kaput  
1	zabij  
1	zabity  
1	zabójca  
1	zabicie  
1	killjoy  
1	zabija  
1	łotwa  
1	nóż  
1	puk  
1	wiązane  
1	kook  
1	kooky  
1	brak  
1	mdły  
1	brakowało  
1	lokaj  
1	lokaje  
1	brakujący  
1	nijakie  
1	brakuje  
1	lakoniczny  
1	opóźnienie  
1	opóźniony  
1	opóźnienie  
1	laggy  
1	opóźnienia  
1	zwalnianie  
1	lambast  
1	lambaste  
1	lame  
1	lame-duck  
1	lament  
1	godne pożałowania  
1	zawzięcie  
1	ospały  
1	marniejący  
1	rozmarzenie  
1	leniwy  
1	lapidarnie  
1	chudy  
1	upływ  
1	stracony  
1	lapses  
1	lubieżny  
1	ostatni dołek  
1	opóźnienie  
1	śmiesznie  
1	śmiesznie  
1	pośmiewisko  
1	łamacz prawa  
1	łamanie prawa  
1	bezprawny  
1	bezprawie  
1	zwolnienie  
1	zwolnienie z pracy  
1	leniwy  
1	wyciek  
1	wyciek  
1	wycieki  
1	cieknący  
1	przecieki  
1	nieszczelny  
1	lech  
1	lecher  
1	Lubieżny  
1	lechery  
1	pijawka  
1	leer  
1	błędny  
1	lewostronne  
1	cytryna  
1	długi  
1	mniej rozwinięty  
1	mniej znane  
1	Letch  
1	śmiertelny  
1	letargiczny  
1	letarg  
1	sprośny  
1	lubieżnie  
1	sprośność  
1	odpowiedzialność  
1	odpowiedzialność  
1	kłamca  
1	kłamcy  
1	rozwiązły  
1	rozwiązły  
1	rozwiązłość  
1	leżeć  
1	kłamał  
1	lier  
1	kłamstwa  
1	zagrażające życiu  
1	bez życia  
1	limit  
1	ograniczenie  
1	ograniczenia  
1	ograniczone  
1	ograniczenia  
1	wiotki  
1	apatyczny  
1	sporny  
1	mało znane  
1	siny  
1	mizernie  
1	nieczułość  
1	nienawiść  
1	wstręt  
1	wstręt  
1	wstrętny  
1	nienawistnie  
1	samotny  
1	samotność  
1	samotny  
1	samotnik  
1	samotny  
1	długi czas  
1	długotrwały  
1	tęsknota  
1	tęsknie  
1	luka  
1	luki  
1	luźny  
1	łup  
1	lorn  
1	przegrać  
1	przegrany  
1	przegrani  
1	traci  
1	przegrywając  
1	strata  
1	straty  
1	stracone  
1	głośno  
1	głośniej  
1	kiepski  
1	bez miłości  
1	lovelorn  
1	nisko oceniany  
1	nisko  
1	absurdalny  
1	śmiesznie  
1	nędzny  
1	letni  
1	cisza  
1	grudkowaty  
1	obłąkany  
1	lunatyzm  
1	lurch  
1	przynęta  
1	lurid  
1	czają się  
1	czający się  
1	leżąc  
1	makabryczne  
1	zły  
1	madden  
1	denerwować  
1	denerwująco  
1	madder  
1	szaleńczo  
1	wariat  
1	szaleństwo  
1	niedostosowane  
1	niedopasowanie  
1	dolegliwość  
1	złe samopoczucie  
1	malkontent  
1	malcontented  
1	maledict  
1	wrogość  
1	wrogo nastawiony  
1	niepoprawnie  
1	złośliwość  
1	złośliwy  
1	złośliwie  
1	złośliwość  
1	malign  
1	złośliwy  
1	cuchnący  
1	maltretowanie  
1	magiel  
1	zniekształcone  
1	mangles  
1	zniekształcanie  
1	mania  
1	maniak  
1	maniakalny  
1	maniakalny  
1	manipulować  
1	manipulacja  
1	manipulacyjny  
1	manipulatory  
1	mar  
1	marginalny  
1	marginalnie  
1	męczeństwo  
1	szukanie męczeństwa  
1	tłuczone  
1	masakra  
1	masakry  
1	matowy  
1	jastrzębie  
1	mawko  
1	niewinność  
1	skromny  
1	bez znaczenia  
1	podłość  
1	nędzny  
1	wtrącać się  
1	wścibski  
1	przeciętny  
1	przeciętność  
1	melancholia  
1	melodramatyczny  
1	melodramatycznie  
1	topnienie  
1	zagrożenie  
1	groźny  
1	groźnie  
1	kłamliwy  
1	zakłamanie  
1	serialny  
1	bezlitosny  
1	bezlitośnie  
1	bałagan  
1	pomieszany  
1	mes  
1	zakłócanie  
1	brudny  
1	mikrus  
1	miff  
1	wojowniczość  
1	bezmyślny  
1	bezmyślnie  
1	miraż  
1	mire  
1	misalign  
1	źle ustawione  
1	misaligns  
1	źle rozumieć  
1	misbecome  
1	źle  
1	nierozważne  
1	źle się zachowywać  
1	niewłaściwe zachowanie  
1	miscalculate  
1	błąd w obliczeniach  
1	różne  
1	psot  
1	psotny  
1	psotnie  
1	nieporozumienie  
1	nieporozumienia  
1	miscreant  
1	złoczyńcy  
1	misdirection  
1	skąpiec  
1	nieszczęśliwy  
1	nieszczęśliwość  
1	żałośnie  
1	nieszczęścia  
1	skąpy  
1	nędza  
1	misfit  
1	nieszczęście  
1	zaniedbanie  
1	obawy  
1	misguidance  
1	błędny przewodnik  
1	błędne  
1	niewłaściwe zarządzanie  
1	nieszczęśliwy wypadek  
1	dezinformacja  
1	źle poinformowany  
1	źle interpretować  
1	błędna ocena  
1	błędne osądzenie  
1	wprowadzić w błąd  
1	wprowadzające w błąd  
1	myląco  
1	nieprzyjemny  
1	niewłaściwe zarządzanie  
1	mispronounce  
1	źle wymawiana  
1	błędne wypowiedzi  
1	źle odczytane  
1	błąd w czytaniu  
1	fałszywie przedstawiać  
1	wprowadzenie w błąd  
1	chybienie  
1	brakowało  
1	chybia  
1	zniekształcenie  
1	mgła  
1	błąd  
1	mylone  
1	omyłkowo 
1	błędy  
1	mistyfikowane  
1	kochanka  
1	nieufność  
1	nieufny  
1	nieufnie  
1	mgły  
1	źle zrozumieć  
1	nieporozumienie  
1	nieporozumienia  
1	niezrozumiany  
1	niewłaściwe użycie  
1	jęk  
1	mobster  
1	udawać  
1	wyśmiewany  
1	krotki  
1	kpiny  
1	kpiny  
1	kpiąco  
1	makiety  
1	molest  
1	molestowanie  
1	monotonne  
1	monotonia  
1	potwór  
1	potworności  
1	potworność  
1	potworny  
1	potwornie  
1	moody  
1	dyskusja  
1	mope  
1	chorobliwy  
1	chorobliwie  
1	zaprawiony  
1	mordantly  
1	konający  
1	kretyn  
1	kretyński  
1	kretyni  
1	umartwienie  
1	upokorzony  
1	umartwiać  
1	umartwiający  
1	nieruchomy  
1	pstrokacizna  
1	żałoba  
1	żałobnik  
1	żałobny  
1	żałośnie  
1	bałagan  
1	zabłocony  
1	mudslinger  
1	mudslinging  
1	mulish  
1	wielopolaryzacja  
1	przyziemny  
1	zabójstwo  
1	morderca  
1	morderczy  
1	morderczo  
1	mętny  
1	wyginanie mięśni  
1	bzdurny  
1	stęchły  
1	tajemniczy  
1	tajemniczo  
1	tajemnica  
1	mistify  
1	mit  
1	nag  
1	dokuczliwy  
1	naiwny  
1	naiwnie  
1	węższy  
1	nieprzyjemnie  
1	złośliwość  
1	nieprzyjemny  
1	niegrzeczny  
1	nudności  
1	nudności  
1	nudności  
1	mdląco  
1	naiwny  
1	mglisty  
1	mgliście  
1	niepotrzebne  
1	niepotrzebnie  
1	potrzebujący  
1	nikczemny  
1	nikczemnie  
1	negate  
1	negacja  
1	ujemny  
1	negatywy  
1	negatywność  
1	zaniedbanie  
1	zaniedbane  
1	zaniedbanie  
1	niedbalstwo  
1	nemezis  
1	nepotyzm  
1	nerwowy  
1	nerwowo  
1	nerwowość  
1	pokrzywa  
1	nettlesome  
1	neurotyczny  
1	neurotycznie  
1	niggle  
1	Niggles  
1	koszmar  
1	koszmarny  
1	koszmarnie  
1	nitpick  
1	nitpicking  
1	hałas  
1	odgłosy  
1	głośniejszy  
1	głośny  
1	niewiarygodność  
1	nieistniejący  
1	nie reaguje  
1	bzdury  
1	wścibski  
1	rozgłos  
1	notorycznie  
1	notorycznie  
1	trujący  
1	uciążliwość  
1	zdrętwiałe  
1	otyłość  
1	obiekt  
1	sprzeciw  
1	budzący zastrzeżenia  
1	obiekcje  
1	ukośny  
1	zatrzeć  
1	zatarte  
1	niepomny  
1	nieprzyjemny  
1	nieprzyjemnie  
1	nieprzyzwoity  
1	nieprzyzwoicie  
1	nieprzyzwoitość  
1	niejasny  
1	zasłonięte  
1	zaciemnia  
1	nieprzejrzystość  
1	obsesja  
1	obsesyjne  
1	obsesyjnie  
1	obsesyjność  
1	przestarzały  
1	przeszkoda  
1	uparty  
1	uporczywie  
1	zasłaniać  
1	zatkany  
1	utrudnianie  
1	niedrożność  
1	przeszkody  
1	natarczywy  
1	rozwarty  
1	zamknij  
1	okludowany  
1	occludes  
1	okluzja  
1	nieparzysty  
1	odder  
1	Najdziwniejsze  
1	osobliwości  
1	dziwność  
1	dziwnie  
1	zapach  
1	przestępstwo  
1	obrażać  
1	sprawca  
1	obrażanie  
1	przestępstwa  
1	obraźliwy  
1	ofensywnie  
1	obraźliwość  
1	obraźliwe  
1	złowieszczy  
1	złowrogo  
1	pominięcie  
1	pominąć  
1	jednostronny  
1	uciążliwe  
1	uciążliwie  
1	Nawałnica  
1	uparty  
1	przeciwnik  
1	oportunistyczne  
1	sprzeciwiać się  
1	opozycja  
1	opozycje  
1	uciskać  
1	ucisk  
1	opresyjny  
1	opresyjnie  
1	opresyjność  
1	oprawcy  
1	test  
1	sierota  
1	ostracize  
1	wybuch   
1	wybuchy  
1	wyrzutek  
1	krzyk  
1	banita  
1	przestarzałe  
1	oburzenie  
1	oburzony  
1	oburzające  
1	skandalicznie  
1	skandaliczność  
1	zniewagi  
1	outsider  
1	nadmiernie zagłuszone  
1	nadmierne respektowanie  
1	nadmiernie zrównoważony  
1	przewyższone  
1	zawyżone  
1	zawyżenie wartości  
1	nadmierny  
1	przeładowany  
1	przestraszony  
1	nadmierna równowaga  
1	nadmierny  
1	apodyktyczny  
1	apodyktycznie  
1	przesadzone  
1	przesadzić  
1	przesadzone  
1	zaległy  
1	przecenić  
1	przegrzanie  
1	przesada  
1	przeciążony  
1	przeoczyć  
1	nadpłacone  
1	przepłacony  
1	overplay  
1	obezwładnienie  
1	zawyżone  
1	przereklamowane  
1	nadmierny zasięg  
1	przekroczenie  
1	przesłonięcie  
1	niedopatrzenie  
1	niedopatrzenia  
1	uproszczenie  
1	uproszczone  
1	nadmierne uproszczenie  
1	nadwymiarowy  
1	zawyżać  
1	zawyżone  
1	zawyżanie  
1	zawyżenia  
1	przesadza  
1	przeciążone  
1	obalenie  
1	obalenia  
1	przewrócić  
1	nadwaga  
1	przytłaczać  
1	przytłoczony  
1	przytłaczający  
1	w przeważającej mierze 
1	przytłacza  
1	nadgorliwy  
1	nadgorliwie  
1	overzelous  
1	ból  
1	bolesny  
1	bolesny  
1	boleśnie  
1	bóle  
1	blady  
1	blednie  
1	marne  
1	pan  
1	pandemonium  
1	Pander  
1	pielegocjowanie  
1	panders  
1	panika  
1	panick  
1	spanikowany  
1	panika  
1	paniczny  
1	paradoksalny  
1	paradoksalnie  
1	paralize  
1	sparaliżowany  
1	paranoja  
1	paranoidalny  
1	pasożyt  
1	pariah  
1	parodia  
1	stronniczość  
1	partyzant  
1	partyzanci  
1	passe  
1	pasywny  
1	bierność  
1	żałosny  
1	żałośnie  
1	protekcjonalny  
1	niedostatek  
1	pauper  
1	nędzarze  
1	zwrot  
1	osobliwe  
1	szczególnie  
1	pedantyczny  
1	obrane  
1	zirytować  
1	zirytowany  
1	peevish  
1	zirytowany  
1	karać  
1	kara  
1	perfidny  
1	perfidcja  
1	powierzchowny  
1	niebezpieczeństwo  
1	niebezpieczny  
1	niebezpiecznie  
1	zginąć  
1	zgubny  
1	zakłopotanie  
1	zakłopotany  
1	kłopotliwy  
1	zakłopotanie  
1	prześladować  
1	prześladowanie  
1	uporczywy  
1	niewinnie  
1	pertinacity  
1	perturb  
1	zaniepokojony  
1	wszechobecny  
1	przewrotny  
1	przewrotnie  
1	perwersja  
1	perwersja  
1	zboczeniec  
1	zboczony  
1	zboczeńcy  
1	pesymizm  
1	pesymistyczny  
1	pesymistycznie  
1	szkodnik  
1	groźny  
1	skamieniały  
1	petrify  
1	pettifog  
1	małostkowy  
1	fobia  
1	fobiczny  
1	fałszywe  
1	pikiet  
1	pikietowane  
1	pikietowanie  
1	pikiety  
1	wybredny  
1	świnia  
1	świnie  
1	grabież  
1	pręgierz  
1	pryszcz  
1	szczypta  
1	pique  
1	żałosny  
1	żałosny  
1	żałośnie  
1	bezlitosny  
1	bezlitośnie  
1	pittance  
1	Szkoda  
1	plagiatować  
1	dżuma  
1	plasticky  
1	bawidełko  
1	zarzut  
1	zarzuty  
1	plebejski  
1	położenie  
1	działka 
1	plotery  
1	sztuczka  
1	grabież  
1	grabieżca  
1	bezcelowe  
1	bezcelowo  
1	trucizna  
1	trujący  
1	jadowicie  
1	pokey  
1	poky  
1	polaryzacja  
1	polemize  
1	zanieczyszczenie  
1	zanieczyszczający  
1	zanieczyszczający  
1	zanieczyszczenie  
1	pompatyczny  
1	słaby  
1	gorszy  
1	najbiedniejszy  
1	słabo  
1	pozerstwo  
1	pout  
1	ubóstwo  
1	bezsilny  
1	prate  
1	pratfall  
1	prattle  
1	niepewny  
1	niepewnie  
1	osad  
1	gwałtowny  
1	drapieżny  
1	kłopot  
1	przesądzać  
1	uprzedzenia  
1	uprzedzenia  
1	szkodliwy  
1	z premedytacją  
1	zajęte  
1	niedorzeczny  
1	niedorzecznie  
1	arogancki  
1	bezczelnie  
1	udawanie  
1	udawać  
1	udawanie  
1	pretensjonalny  
1	pretensjonalnie  
1	prevaricate  
1	drogie  
1	Cena  
1	ukłucie  
1	kolka  
1	kolka  
1	dumny  
1	prik  
1	pierwotny  
1	więzienie  
1	więzień  
1	problem  
1	problematyczne  
1	problemy  
1	zwlekaj  
1	zwlekają  
1	zwlekanie  
1	profanum  
1	wulgaryzmy  
1	zabronić  
1	wygórowany  
1	stanowczo  
1	propaganda  
1	propagować  
1	zastrzeżony  
1	ścigać  
1	protest  
1	protestował  
1	protestujący  
1	protesty  
1	przewlekłe  
1	prowokacja  
1	prowokacyjny  
1	prowokować  
1	pry  
1	zadziorny  
1	zadziornie  
1	pugnacity  
1	cios  
1	ukaraj  
1	karalne  
1	karne  
1	punk  
1	mizerny  
1	marionetka  
1	lalki  
1	zdziwiony  
1	zdziwienie  
1	zagadkowy  
1	szarlatan  
1	qualm  
1	skrupułów  
1	dylemat  
1	kłótnia  
1	quarrellous  
1	skwapliwie  
1	kłótnie  
1	kłótliwy  
1	quash  
1	queer  
1	budzący wątpliwości  
1	quibble  
1	quibbles  
1	quitter  
1	wściekły  
1	rasizm  
1	rasistowski  
1	rasistki  
1	rasistowskie  
1	radykalny  
1	radykalizacja  
1	radykalnie  
1	rodniki  
1	wściekłość  
1	obszarpany  
1	szaleje  
1	szyna  
1	raked  
1	szaleństwo  
1	nieokiełznany  
1	zrujnowany  
1	ułomność  
1	losowo  
1	rankle  
1	rant  
1	ranted  
1	ranting  
1	rantingly  
1	rants  
1	gwałt  
1	zgwałcony  
1	gwałcenie  
1	łobuz  
1	łotry  
1	wysypka  
1	grzechotka  
1	grzechotał  
1	grzechotki  
1	spustoszenie  
1	bredzenie  
1	reakcyjny  
1	zbuntowany  
1	rebuff  
1	nagana  
